Column1,BL record ID,Title,Standardised title,Other titles,Composer,Composer life dates,Other names,Publication date (standardised),Country of publication,Place of publication,Publisher,Notes,Contents,Subject/genre terms
23,4172671,"Amphion Sacré, recueilly de quelque excellans Musiciens de ce temps, contenant plusieurs beaux Airs, Chansons, Noëls, & Madrigales, desquels beaucoup n'ont encore esté mis en lumiere à 4 & 5. voix. Superius",,,,,,1615,France,Lyon,Chez Louys Muguet de l'Imprimerie de Claude Cayne,"Containing compositions by De la Tour, Bonnet, Cerveau, Guédron and Gastoldi",,
32,4174188,"Di Felice Anerio ... Il Primo Libro de Madrigali a Cinque Voci. Nouamente Composti, & dati in luce. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.)",,,Felice Anerio,1560-1614,,1587,Italy,Venice,Giacomo Vincenzi,,,
33,4174204,"Recreatione Armonica. Madrigali a una et doi uoci, etc. Basso, e Tenore",,,Giovanni Francesco Anerio,1567-1630,,1611,Italy,Venice,"Angelo Gardano, & Fratelli",,,
37,4174395,Primo Libro di Madrigali a quatro a cinque & a sei uoci ... nouamente uenuti in luce. Libro Primo. Cantus. (Altus.) (Tenor.) (Bassus.) (Quintus.),,,Giovanni Animuccia,1500-1571,,1547,Italy,Venice,Antonio Gardano,The Sextus is printed with the Quintus,,
38,4174493,"Di Annibale Padouano ... Il Primo Libro de Madrigali a Cinque Voci, Nouamente da lui composti, & per A. Gardano posti in luce. A Cinque Voci. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.)",,,Padovano Annibale,1527-1575,,1564,Italy,Venice,Antonio Gardano,,,
45,4175536,"Il primo libro de madrigali, motetti et canzoni francesi a tre voci",Madrigals. voices (3). book 1,,Jacob Arcadelt,1505-1568,"Certon, Pierre [composer] ; Courtois, Jean [composer] ; Jacotin [composer] ; Lhéritier, Jean [composer] ; Moulu, Pierre [composer] ; Scotto, Melchiorre [printer] ; Sermisy, Claudin de [composer] ; Ysoré, Guillaume [composer]",1587,Italy,Venice,l'Herede de Girolamo Scotto,"Collection of madrigals, motets and chansons in three parts (STB) with table of contents separated by genres ; Same contents as in RISM B/I 1543/21. Most of the pieces appear in RISM B/I 1542/18 ; Transcribed title page from canto part book: DI ARCHADELT / IL PRIMO LIBRO DE MADRIGALI / MOTETTI ET CANZONI FRANCESI / A TRE VOCI / Nouamente ristampati. / IN VINEGIA Appresso l’Herede di Girolamo Scotto. / M D LXXXVII ; Copy at K.2.h.18. Digitised score at http://purl.org/rism/BI/1587/8 ; Copy at K.2.h.18. CANTO (12 leaves); original pagination: Canto [1], 2-24 p.; paper dimensions: 212 x 160 mm",Graui pene in amor / Arcadelt -- Ingiustissim’amor perche si raro -- Dormendo vn giorno -- Come donna poss’io / Arcadelt -- Sio vi potessi dire / Arcadelt -- Voi mi ponesti / Arcadelt -- Altro non e’l mio amor -- Deduc me domine in via tua / Courtis -- Ave virgo gloriosa / Leretier -- Et iterum venturus est -- Gabriel angelus apparuit / Mathias -- In hoc ego sperabo / Moulu -- Domine ante te / Moulu -- Beati omnes qui timent (secunda pars: Ecce sic benedicetur) / Jacotin -- Domine fili vnigenite -- O Domine deus agnus dei -- Ie ne fus iamais / Certon -- O ne dira ce quan vouldra -- Iai par trop longuemen ayme / Moulu -- Dame dhonneur princesse / Jacotin -- Voyant soffrir celle qui me tormente / Cosson -- Iayme bien mon amy / Franscoys du boys -- Il est en vous le bien que ie desire / Claudin -- Qui veult aimer / Jacotin -- Si iay eu du mal / Ysore -- Ie suis deseritee / Franscoys du boys -- Amour me poingt -- Iay mis mon cueur -- Iayme le cueur de ma mye / Claudin,
47,4175543,Il primo libro di madrigali,Madrigals. voices (4). book 1,,Jacob Arcadelt,1505-1568,"Arundel, Henry Fitz Alan, Earl of [former owner] ; Gardane, Antonio [printer] ; Leone Orsino, Bishop of Fréjus [dedicatee] ; Lumley, John Lumley, Baron [former owner]",1541,Italy,Venice,Antonio Gardano,"Collection of madrigals in four parts ; Transcribed title page from cantus part book: IL PRIMO LIBRO DI MADRIGALI D'ARCHADELT A QVATRO CON NVOVA GIONTA IMPRESSI. / M. D. XLI. / CON GRATIA ET PRIVILEGIO / VENETIIS, APVD ANTONIVM GARDANE ; With table of contents headed 'Tauolla delli madregali'. The tenor part book does not bear this heading. Previous edition RISM 1539/22 ; Altus and Tenor part books have the two lines of the title page in reverse order; the bassus part book does not have a title page, showing the dedication instead; the dedication does not appear in the other part books ; No composer's name appears in the print and the title page suggests that all of them are by Archadelt. Nonetheless there are pieces with conflicting attributions. See Lewis, Antonio Gardano, no. 16 ; Copy at K.2.h.3. Digitised score at http://purl.org/rism/BI/1541/9 ; Copy at K.2.h.3. Cantvs (28 leaves; [1], 2-25, 30-31, 28-29, 26-27, 32-55, [56] p.), Altvs (28 leaves; [1], 2-25, 30-31, 28-29, 26-27, 32-55, [56] p.), Tenor (28 leaves; [1], 2-25, 30-31, 28-29, 26-27, 32-[56] p.), Bassvs (28 leaves; [1], 2-25, 30-31, 28-29, 26-27, 32-[56] p.); paper dimensions: 147 x 207 mm",Il bianco e dolce cigno -- Pungente dardo ch'il mio - Ragion e ben che alcuna volta -- Non ch'io no[n] uoglio mai -- Io vorrei pur fuggir -- Voi ue n'andat'al cielo -- Occhi miei lassi -- Ancidetemi pur grieui martiri -- Dhe come pur al fin -- Sapete amanti perch'amor'e cieco - Noua do[n]na m'apparue -- Io ho nel cor vn gielo -- Quando co 'l dolce suon -- Se ui piace signora -- Che piu foc'al mio foco -- Non piu chia[n]ce madonna -- Perche non date uoi -- O si'o potessi donna -- Vostra fui e saro mentre ch'io viua -- Se la dura durezza -- Voi sapete ch'io v'am'anzi -- Lasciar'il uelo -- Qual clytia se[m]pr'al maggior -- Non v'accorgete amanti -- Se 'l tuo partir mi spiacque -- Deh se lo sdegn'altiero -- Se gli occhi no[n] temprate -- Quai pomi mai qual'oro -- Alma perche si trist'ogn'hor -- Fra piu bei fiori -- Beneditt'i martiri ch'io -- Fammi pur guerr'amor -- Voi la mia uita -- Quanta belta quanta gratia -- Poss'io morir di mala morte -- Ahi se la donna mia -- Deh dimm'amor se l'alma -- Io dico che fra uoi -- Dunque credete ch'io -- Felice me se dei bei lume -- Giouenetta regal -- Lodar voi donn'ingrate -- Chi potra dir quanta dolcezza -- Quant'e ma donna mia -- Madonna oyme p[er] qual cagio[n] -- Bella fioretta io uorrei pur lodarui -- Io mi pensai che spento -- O Felici occhi miei -- Mado[n]na mia gentile -- Il ciel che rado uirtu -- Amor tu sai pur far -- Quanti trauagli e pene -- Se per colpa del uostro fiero sdegno -- Ahime dou'e 'l bel uiso -- Quand'io pens'al martire -- Ver'infern'e 'l mio petto,"Madrigals, Italian"
48,4175544,Il primo libro di madrigali,Madrigals. voices (4). book 1,,Jacob Arcadelt,1505-1568,"Arundel, Henry Fitz Alan, Earl of [former owner] ; Lumley, John Lumley, Baron [former owner]",1546,Italy,Venice,,"Collection of madrigals in four parts (SATB) ; Transcribed title page from cantus part book: ARCHADELT / IL PRIMO LIBRO DI MADRIGALI D’ARCHADELT / A QVATTRO VOCI CON NVOVA GIONTA / VLTIMAMENTE IMPRESSI. / Con gratia & priuilegio. / VENETIIS M D XXXXVI ; The cantus, altus and tenor part books bear the printer’s mark. With table of contents ; Previous editions include RISM B/I 1539/22 and 1541/9 ; No composer name appears in the print and the title page implies that all the pieces are by Arcadelt. Nonetheless some pieces have conflicting attributions, described for RISM B/I 1539/22 in M.S. Lewis: Antonio Gardano, Venetian Music Printer 1538–1569: a Descriptive Bibliography and Historical Study (New York, 1988–97), no.16 ; Copy at K.2.h.7. Digitised score at http://purl.org/rism/BI/1546/16 ; Copy at K.2.h.7. Cantvs (24 leaves) Altvs (24 leaves) Tenor (24 leaves) Bassvs (24 leaves); original foliation: Cantus: [I], II-XLVII, [XLVIII]. Page XV shows XVI; page XXIIII shows II. Altus: [I], II-XXXXVII, [XLVIII]. Page XXIII shows XXII; page XXXI shows XXI; page XXXXIII shows XXXIII. Tenor: [I], II-XXXXVII, [XLVIII]. Bassus: [I], II-XLVII, [XLVIII]; paper dimensions: 147 x 207 mm",Se ‘l tuo partir mi spiacque -- Fra piu bei fiori -- Quai pomi mai qual’oro -- Deh se lo sdegn’altiero -- Non u’accorgete amanti -- Qual clitia sempr’al maggior -- Beneditt’i martiri ch’io -- Alma perche si trist’ogn’hor -- Se gli occhi non temprate -- Pungente dardo ch’il mio -- Ragion’e ben che alcuna volta -- Quanta belta quanta gratia -- Poss’io morir di mala morte -- Ahi se la donna mia -- Il bianco e dolce cigno -- Non ch’io non uoglio mai -- Deh dimm’amor se l’alma -- Io dico che fra noi [sic] -- Fammi pur guerr’amor -- Voi ue n’andat’al cielo -- Voi la mia uita -- Occhi miei lassi -- Io uorrei pur fuggir -- Ancidetemi pur grieui martiri -- Sapete amanti perch’amor’e cieco -- Io ho nel cor un gielo -- Dunque credete ch’io -- Quando co ‘l dolce suono -- Chi potra dir quanta dolcezza -- Quant’e ma donna mia -- Madonn’ ohime per qual cagion -- Felice me se dei bei lume -- Giouinetta regal -- Lodar uoi donn’ingrate -- Noua donna m’apparue -- Deh come pur’al fin -- Lasciar’il uelo -- Il ciel che rado uirtu -- Se ui piace signora -- Non piu ciance madonna -- Perche non date uoi -- Vostra fui e saro mentre ch’io uiua -- Se la dura durezza -- Voi sapete ch’io u’am’anzi -- Che piu foc’al mio foco -- O si’o potessi donna -- Io mi pensai che spento -- Bella Fioretta io uorrei pur lodarui -- Madonna mia gentile -- O Felic’ occhi miei -- Amor tu sai pur far -- Qua[n]ti trauagl’e pene -- Se per colpa del uostro fiero sdegno - Ahime dou’el bel uiso -- Ver’infern’el mio petto -- Quand’io pens’al martire,"Madrigals, Italian"
49,4175545,Archadelt primo cinquanta et sei madrigalia,Madrigals. voices (4). book 1,,Jacob Arcadelt,1505-1568,"Berchem, Jachet de [composer] ; Corteccia, Francesco [composer] ; Festa, Costanzo [composer] ; Gardane, Antonio [printer] ; Layolle, Francesco de [composer]",1550,Italy,Venice,Antonio Gardano,"Collection of madrigals in four parts (SATB), with table of contents in alphabetical order called ‘TAVOLA Delli Madrigali Numero 56’ ; The book was reprinted more than fifty-eight times, starting with RISM B/I 1539/22 ; Transcribed title page from cantus part book: ARCHADELT PRIMO / CINQVANTA ET SEI MADRIGALI / A quatro uoci de lo Ecelente Musico messer Giaches Archadelt Cantor / de la Cappella del Papa Vltimamente Ristampatti & corretti. / LIBRO PRIMO / A QVATRO VOCI / In Venetia Apreßo di Antonio Gardane. / 1550 ; Copy at A.220.a. Digitised score at http://purl.org/rism/BI/1550/16 ; Copy at A.220.a. CANTVS (24 leaves); original pagination: Cantus [i], 1-46, [47]; paper dimensions: 154 x 213 mm","Il bianco e dolce cigno / Archadelt -- Voi ve n’andat’al cielo / Archadelt -- Pungente dardo ch’il mio / Giachet Berchem -- Ragion e ben che alcuna volta / Giachet Berchem -- Quanta belta quanta gratia / Archadelt -- Poss’io morir di mala morte -- Ahi se la donna mia / Archadelt -- Occhi miei lassi / Archadelt -- Io vorrei pur fuggir / Corteccia -- Non ch’io non voglio mai / Archadelt -- Voi la mia vita -- Deh dimm’amor se l’alma / Archadelt -- Io dico che fra voi / Archadelt -- Fammi pur guerr’amor / Corteccia -- Ancidetemi pur grievi martiri / Archadelt -- Sapete amanti perch’amor e cieco / Giachet Berchem -- Io ho nel cor un gielo / Archadelt -- Dunque credete ch’io / Archadelt -- Quando co‘l dolce suono / Archadelt -- Chi potra dir quanta dolcezza / Archadelt -- Quant’e madonna mia -- Madonna ohime per qual cagion / Const. Festa -- Felice me se dei bei lume / Archadelt -- Giovinetta regal -- Lodar voi donn’ingrate / Archadelt -- Nova donna m’apparve / Archadelt -- Dhe come pur al fin / Archadelt -- Lasciar’il velo / F. Layole -- Il ciel che rado virtu tanta mostra / Archadelt -- Se vi piace signora / Archadelt -- Non piu ciance madonna -- Perche non date voi, donna crudele / Jachet Berchem -- Vostra fui e saro mentre ch’io viva / Giachet Berchem -- Se la dura durezza -- Voi sapete ch’io v’am’anzi -- Che piu foco’al mio foco / Archadelt -- O si’o potessi donna / Jachet Berchem -- Io mi pensai che spento / Archadelt -- Bella Fioretta’io vorrei pur lodarvi / Archadelt -- Madonna mia gentile / Archadelt -- Amor tu sai fare -- O Felici occhi miei / Archadelt -- Se‘l tuo partir mi spiacque / Archadelt -- Deh se lo sdegno altiero / Archadelt -- Fra piu bei fiori / Archadelt -- Se gli occhi non temprate -- Quai pomi mai qual’oro / Archadelt -- Alma perche si trist’ogn’hor -- Non v’accorgete amanti / Archadelt ; Qual clitia sempr’al maggior lum’intenta -- Beneditt’i martiri / Archadelt -- Quanti travagli e pene / Archadelt -- Se per colpa del vostro fiero sdegno -- Ahime dov’e'l bel viso / Archadelt -- Ver’infern’el mio petto / Archadelt -- Quand’io pens’al martire / Archadelt","Madrigals, Italian"
50,4175546,"Arcadelt primo cinquanta, et sei madrigali a quattro voci. Libro primo",Madrigals. voices (4). book 1,,Jacob Arcadelt,1505-1568,"Cummings, William Hayman [former owner] ; Pietrasanta, Plinio [printer]",1557,Italy,Venice,Plinio Pietrasanta,"Collection of madrigals in four parts (SATB) ; Transcribed title page from tenor part book: ARCADELT PRIMO / CINQVANTA, ET SEI MADRIGALI A QVATTRO / VOCI DELLO ECCELLENTE MVSICO / GIACHES ARCADELT CANTORE / DELLA CAPELLA / DEL PAPA, / Di nuouo riueduti, & con somma diligentia corretti. / LIBRO PRIMO. / IN VENETIA per Plinio Pietrasanta M D LVII ; With alphabetical list of contents headed ‘TAVOLA Delli Madrigali Numero 56’ ; The book was issued more than fifty-eight times in the sixteenth and seventeenth centuries, starting with RISM B/I 1539/22 (see Bridges). Attributions vary in the different editions and, in some cases, they are conflicting ; Copy at K.2.d.19.(1.). Tenor (24 leaves); original foliation: Tenor [i], I-XXXXVI, [XXXXVII]; paper dimensions: 143 x 205 mm ; Copy at K.2.d.19.(1.). Digitised score at http://purl.org/rism/BI/1557/21","Il bianco, e dolce Cigno / Arcadelt -- Voi ve n’andat’al cielo / Arcadelt -- Pungente dardo, che’l mio cor / Arcadelt -- Ragion’è ben ch’alcuna volt’io canti -- Quanta beltà, quanta gratia, e splendore / Arcadelt -- Poss’io morir di mala morte -- Ahi se la Donna mia -- Occhi miei lassi mentre ch’io vi giro / Arcadelt -- Io vorrei pur fuggir crudel amore -- Non ch’io no[n] voglio mai altro pe[n]siero / Arcadelt -- Voi la mia vita sete -- Deh dimm’amor se l’alma / Arcadelt -- Io dico, che fra voi, potenti Dei -- Fammi pur guerr’amor -- Ancidetemi pur grievi martiri / Arcadelt -- Sapete amanti perch’amor’e cieco -- Io ho nel cor un gielo -- Dunque credete ch’io -- Quando co ‘l dolce suono / Arcadelt -- Chi potra dir quanta dolcezza / Arcadelt -- Quant’e Madonna mia -- Madonna hoimè, per qual cagion m’havete -- Felice me, se de’ bei lume -- Giovenetta regal -- Lodar voi donn’ingrate / Arcadelt -- Nova donna m’apparve / Arcadelt -- Dhe come pur’ al fin / Arcadelt -- Lasciar’il velo -- Il ciel, che rado virtù tanta mostra / Arcadelt ; Se vi piace signora / Arcadelt -- Non piu ciance madonna -- Perche non date voi -- Vostra fui, e sarò mentre ch’io viva / Arcadelt -- Se la dura durezza -- Voi sapete, ch’io v’amo / Arcadelt -- Che piu foco’al mio foco / Arcadelt -- O si’o potessi Donna -- Io mi pensai, che spento -- Bella Fioretta, io vorrei pur lodarvi / Arcadelt -- Madonna mia gentile / Arcadelt -- Amor tu sai pur far -- O Felici occhi miei -- Se ‘l tuo partir mi spiacque / Arcadelt -- Deh se lo sdegno’altiero / Arcadelt -- Fra piu bei fiori / Arcadelt -- Se gli occhi non temprate -- Quai pomi mai, qual’oro -- Alma, perche si trista -- Non v’accorgete amanti / Arcadelt -- Qual Clitia sempr’al maggior lumi -- Benedett’i martiri / Arcadelt -- Quanti travagli, e pene / Arcadelt -- Se per colpa del vostro fiero sdegno -- Ahimè, dov’è ‘l bel viso -- Ver’infern’è ‘l mio petto -- Quand’io pens’al martire / Arcadelt","Madrigals, Italian"
51,4175547,Il primo libro de madrigali a quattro voci,Madrigals. voices (4). book 1. Selections,Madrigals,Jacob Arcadelt,1505-1568,"Vincenti, Giacomo [printer] ; Arcadelt, Jacob, book 1, Ahi, se la donna mia ; Arcadelt, Jacob, book 1, Ahime dov'è'l bel viso ; Arcadelt, Jacob, book 1, Ancidetemi pur, grievi martiri ; Arcadelt, Jacob, book 1, Bella Fioretta, io vorrei pur lodar ; Arcadelt, Jacob, book 1, Benedett'i martiri ; Arcadelt, Jacob, book 1, Bianco e dolce cigno ; Arcadelt, Jacob, book 1, Che più foc'al mio foco ; Arcadelt, Jacob, book 1, Ciel che rado virtù tanta mostra ; Arcadelt, Jacob, book 1, Deh se lo sdegn'altiero ; Arcadelt, Jacob, book 1, Dunque credete ch'io ; Arcadelt, Jacob, book 1, Io mi pensai che spento fusse'l foco ; Arcadelt, Jacob, book 1, Lasciar il velo o per sol'o per ombra ; Arcadelt, Jacob, book 1, Non v'accorgete amanti che di costei ; Arcadelt, Jacob, book 1, Nova donna m'apparve di beltà tale ; Arcadelt, Jacob, book 1, Occhi miei lassi, mentre ch'io vi giro ; Arcadelt, Jacob, book 1, Poss'io miror di mala morte ; Arcadelt, Jacob, book 1, Quai pomi mai, qual'oro ; Arcadelt, Jacob, book 1, Qual Clitia sempre al maggior lum'intenta ; Arcadelt, Jacob, book 1, Quand'io pens'al martire ; Arcadelt, Jacob, book 1, Quando col dolce suono ; Arcadelt, Jacob, book 1, Quant'è madonna mia ; Arcadelt, Jacob, book 1, Quanta beltà, quanta gratia e splendour ; Arcadelt, Jacob, book 1, Quanti travaglie pene ; Arcadelt, Jacob, book 1, Se 'l tuo partir mi spiacque ; Arcadelt, Jacob, book 1, Se per colpa del vostro fiero sdegno ; Arcadelt, Jacob, book 1, Se vi piace signora ; Arcadelt, Jacob, book 1, Ver'inferno è 'l mio petto ; Arcadelt, Jacob, book 1, Voi ve n'anda'al cielo ; Berchem, Jachet de ; Berchem, Jachet de, O s'io potessi donna ; Berchem, Jachet de, Pungente dardo ; Berchem, Jachet de, Ragion è ben ; Corteccia, Francesco, bk. 1, Fammi pur guerr'amor ; Corteccia, Francesco, bk. 1, Io vorrei pur fuggir",1597,Italy,Venice,Giacomo Vincenzi,"Collection of madrigals in four parts (SATB) ; Title from Canto part book ; Transcribed title page from Canto part book: ARCHADELT / IL PRIMO LIBRO / DE MADRIGALI / A QVATTRO VOCI / Nouamente ristampato, & con ogni diligenza corretto / IN VENETIA, Appresso Giamo Vincenti. M. D XCVII ; The book was printed more than fifty-eight times in the sixteenth and seventeenth centuries, starting with RISM B/I 1539/22. Attributions are sometimes conflicting in different editions ; With alphabetical list of contents ; Copy at K.2.h.8. Digitised score at http://purl.org/rism/BI/1597/17 ; Copy at K.2.h.8. Canto (16 leaves), Alto (16 leaves), Basso (16 leaves); Canto: [i], 1-30, [31] Alto: [i], 1-30, [31] Basso: [i], 1-4, 5-30, [31]; paper dimensions: 211 x 151 mm",Il bianco e dolce cigno / Archadelt -- Voi ve n’andate al cielo / Archadelt -- Pungente dardo ch’il mio cor / Giaches Berchem -- Ragion’è ben ch’alcuna volta / Giach[e]s Berchem -- Quanti travagli e pene / Corteccia -- Se per colpa del vostro fiero sdegno -- Ahime dov’è ‘l bel viso / Archadelt -- Occhi miei lassi / Archadelt -- Io vorrei pur fuggir / Corteccia -- Fammi pur guerr’amor / Corteccia -- Quant’é madonna mia folle / Archadelt -- Nova donna m’apparve / Archadelt -- Ancidetemi pur grievi martiri / Archadelt -- Dunque credete ch’io / Archadelt -- Quando co ‘l dolce suono / Archadelt -- O s’io potessi donna / Giachet Berchem -- Che piu foc’al mio foco / Archadelt -- Se vi piace signora / Archadelt -- Laßar’il velo / Archadelt -- Il ciel che rado virtu / Archadelt -- Io mi pensai che spento / Archadelt -- Bella Fioretta io vorrei pur lodarvi / Archadelt -- Se ‘l tuo partir mi spiacque / Archadelt -- Deh se lo sdegn’altiero / Archadelt -- Quai pomi mai qual’oro / Archadelt -- Non v’accorgete amanti / Corteccia -- Qual Clitia sempre al maggior lume / Archadelt -- Beneditti i martiri ch’io / Archadelt -- Vero infern’è‘l mio petto / Archadelt -- Quand’io penso al martire / Archadelt -- Quanta beltà qua[n]ta gratia / Archadelt -- Poß’io morir di mala morte -- Ahi se la donna mia / Archadelt,"Madrigals, Italian"
59,4175558,Il Secondo Libro di Madrigali d'Arcadelt nouamente ristampato. Cantus. (Altus.) (Tenor.) (Bassus.),,,Jacob Arcadelt,1505-1568,,1541,Italy,Venice,Antonio Gardano,,,
60,4175559,Il Secondo Libro di Madrigali d'Archadelt a quatro novamente ristampato. Tenor,,,Jacob Arcadelt,1505-1568,,1543,Italy,Venice,Antonio Gardano,,,
61,4175560,Il terzo libro dei madrigali,Madrigals. voices (4). book 3,,Jacob Arcadelt,1505-1568,"Arundel, Henry Fitz Alan, Earl of [former owner] ; Berchem, Jachet de [composer] ; Corteccia, Francesco [composer] ; Festa, Costanzo [composer] ; Gardane, Antonio [printer] ; Lumley, John Lumley, Baron [former owner]",1541,Italy,Venice,Antonio Gardano,"Collection of madrigals in four parts (SATB) ; Transcribed title page from tenor part book: IL TERZO LIBRO DE I MADRIGALI NOVISSIMI / di archadelt a quattro voci insieme con alchuni di constantio festa & altri dieci bellissimi / a voci mudate nouamente ristampati con noua gionta & noua corretione. / M. D. XLI. / Venetiis apud antonium gardane / Terzo Libro d'Archadelt ; With table of contents in alphabetical order. Revised edition of RISM 1539 ³² issued by Girolamo Scotto ; Copy at K.2.h.5. Digitised score at http://purl.org/rism/BI/1541/11 ; Copy at K.2.h.5. Cantvs (24 leaves; [1], 2-47, [48] p.) Altvs (24 leaves; [1], 2-47, [48] p.) Tenor (24 leaves; [1], 2-47, [48] p.) Bassvs (24 leaves; [1], 2-47, [48] p.); paper dimensions: 147 x 207 mm; wrong date in the cantus [M. D. LXI] amended in ink [M. D. XLI]","Sel mio bel sol / Archadelt -- Che cosa 'l mondo far / Archadelt -- Donna beata e bella d’amor / Archadelt -- Quando talhor el mio vnico sole / Archadelt -- Fiamma gentil entr'a cui / Archadelt -- Se non fosse nel uolto di costei / Archadelt -- Ecco che pur doppo si lunghi / Archadelt -- Foll'e chi credela prudenti / Archadelt -- Se grato o ingrat'amor / Con. Festa - Lasso quand'io gli occhi / Archadelt -- Benedetto sia 'l di che / Archadelt -- E morta la speranza -- Se mort'in me potesse / Con. Festa -- Sei vostri bei sembianti / Archadelt -- Amor s'al primo sguardo / Con. Festa -- Quanto piu m'ard' & piu / Con. Festa -- So che nissun mi crede / Con. Festa -- Posando le mie me[m]bra / Archadelt -- Dai dolci camp'Elisi / Archadelt -- Se la durezz’in voi / Archadelt -- Dhe quanto fu pietoso / Archadelt -- Se' i sguardi dicostei / Con. Festa -- Mado[n]n'al volto mio palido / Archadelt -- Non sia chi pe[n]s'al mio / Archadelt -- Luce creat’in terra / Archadelt -- Io potrei forsi dire / Archadelt -- Bramo morir per non patir / Archadelt - Lasso che pur hormai -- Si liet'alcun giamai / Archadelt -- Qual paura ho quando mi torn’a mente / Archadelt -- Madonna s’io credessi / Archadelt -- Liet'e seren'in vista / Archadelt -- Voi che prendete gioia / Archadelt -- Quanto frai voi mortali / Archadelt -- Quando ritrouo la mia pastorella / Con. Festa -- Hor che 'l cielo, & la terra / Archadelt ; Si come d'ogni donna sei piu bella / Archadelt -- Donna se 'l mio seruire / Archadelt - Vaghi pensier che cosi passo / Archadelt -- Languir non mi fa amore / Archadelt (cantus) / Corteccia (altus, tenor and bassus) -- O felici color che nott'e giorno / Con. Festa -- Chi puo fiso mirar la donna mia / Archadelt -- Angela assai via piu / Archadelt -- Per non saperti ringratiar / Archadelt -- Saltrui d'amor sospira / Archadelt -- Poi chel fiero destin / Iachet Berchem -- Diuelt'el mio vel viuo / Con. Festa -- Si come dit'ogn'hor / Archadelt -- Amanti tutt'il bel che voi / Archadelt","Madrigals, Italian"
62,4175561,Il quarto libro di madrigali,Madrigals. voices (4). book 4,,Jacob Arcadelt,1505-1568,"Arundel, Henry Fitz Alan, Earl of [former owner] ; Barry, Ivo [composer] ; Berchem, Jachet de [composer] ; Corteccia, Francesco [composer] ; Festa, Costanzo [composer] ; Gardane, Antonio [printer] ; Layolle, Francesco de [composer] ; Lumley, John Lumley, Baron [former owner] ; Morales, Cristóbal de [composer] ; Gardane (Firm)",1541,Italy,Venice,Antonio Gardano,"Collection of madrigals in four parts (SATB), with an alphabetical table of contents at end of each part book ; Later edition of RISM 1539 ²⁴, with a few different attributions ; Transcribed title page from tenor part book: IL QVARTO LIBRO DI MADRIGALI D’ARCHA- / delt, a Quattro Voci, Composti vltimamente insieme con alcuni Madrigali d’altri aut- / tori, Nouamente con ogni diligentia ristampati, & corretti. / M. D. XXXXI. / NON SINE PRIVILEGIO. / Excudebat Venetiis, apud Antonium Gardane. Quarto libro d’Archadelt ; Copy at K.2.h.6. Digitised score at http://purl.org/rism/BI/1541/12 ; Copy at K.2.h.6. Cantus (20 leaves; [1], 2-39, [40] p.), Altus (20 leaves; [1], 2-39, [40] p.), Tenor (20 leaves; [1], 2-7, [8], 9-39, [40] p.), Bassus (20 leaves; [1], 6-7, 4-5, 2-3, 8-39, [40] p.); paper dimensions: 147 x 207 mm","Gli prieghi mei / Archadelt -- Altro no[n] e’ l mi’amor / Iachet Berchem -- Amor quanto piu lieto / Archadelt -- Giurando’ l dissi amore / Archadelt -- Tenga[n] dunque ver me / Archadelt -- Mado[n]na oime ch’io ardo / Archadelt -- Sio no[n] lodo mado[n]na / Archadelt -- Viddi fra l’herbe verde / Archadelt -- Donna i vostri begliocchi / Archadelt -- Quando i vostri begli occhi / Archadelt -- Donna quel fidel seruo / Franc. Corteccia -- Quest’e la fede amanti / Archadelt -- Hor ved’amor che giouenetta / Archadelt -- Donna grau’e la doglia / Archadelt -- Dolcemente s’adira la donna mia / Archadelt - Lasso che gioua poi / Archadelt -- Io nol dissi giamai / Archadelt -- Io son tal volta donna / Archadelt -- Dolce nimica mia / Archadelt -- Madonna per oltraggi’o / Archadelt -- Donna fra piu bei volti / Archadelt - Tronchi la parcha ogn’hora / Archadelt -- Quanto piu di lasciar / Archadelt -- Deh fuss’il ver / Archadelt -- Come potro fidarmi / Archadelt -- Donna s’ogni beltade / Archadelt - Se contra vostra voglia / Archadelt -- Sel foc’in cui se[m]pr’ardo / Archadelt -- Si grand’e la pieta / Archadelt -- Apri’ l mio dolce carcer / - Dal bel soaue ragio / Layole -- Ditimi o si, o no / Morales -- Ardenti miei desiri / Archadelt -- Qual senza mot’ & senza razz’el sole / Archadelt -- Col pe[n]sier mai no[n] maculai / Archadelt -- Sera forsi ripreso / Archadelt -- Calde lagrime mie / Petrus Organista -- Pace non trovo / You -- Cosi soav’el fuoco / Con. Festa","Madrigals, Italian"
